Weapon Name,Kills Per Match,Headshot,Bodyshot,Legshot,Label
11,6.5,0.165,0.748,0.087,2
10,3.2,0.106,0.851,0.044,2
14,3.1,0.1369999999999999,0.7559999999999999,0.107,0
9,2.5,0.095,0.7240000000000001,0.182,1
5,2.3,0.2,0.732,0.068,0
3,1.6,0.168,0.754,0.078,0
7,1.6,0.128,0.723,0.148,0
0,1.6,0.085,0.725,0.19,0
12,1.5,0.23,0.711,0.06,1
6,1.5,0.203,0.746,0.051,2
4,1.3,0.1639999999999999,0.759,0.076,0
2,1.2,0.161,0.748,0.091,1
8,1.2,0.241,0.7290000000000001,0.03,2
15,0.9,0.1689999999999999,0.752,0.079,0
1,0.8,0.179,0.736,0.085,0
13,0.6,0.152,0.72,0.128,0
16,10.3,0.188,0.7390000000000001,0.073,2
11,6.4,0.171,0.7440000000000001,0.085,2
10,3.3,0.107,0.852,0.04,2
14,2.8,0.14,0.7559999999999999,0.104,0
9,2.6,0.127,0.6859999999999999,0.187,1
5,2.2,0.214,0.7240000000000001,0.062,0
7,1.6,0.1369999999999999,0.737,0.126,0
0,1.6,0.094,0.7140000000000001,0.192,1
3,1.5,0.177,0.752,0.07,0
6,1.5,0.259,0.695,0.046,2
4,1.4,0.173,0.7490000000000001,0.078,0
12,1.4,0.2339999999999999,0.7140000000000001,0.052,1
2,1.3,0.166,0.763,0.07,1
8,1.2,0.192,0.772,0.036,2
15,0.9,0.187,0.735,0.078,0
13,0.8,0.15,0.722,0.128,0
1,0.7,0.13,0.772,0.098,0
16,11.6,0.216,0.723,0.062,2
11,7.3,0.1939999999999999,0.733,0.072,2
10,3.3,0.086,0.882,0.031,2
14,2.9,0.1669999999999999,0.754,0.08,0
5,2.2,0.2339999999999999,0.7170000000000001,0.049,0
9,2.1,0.143,0.65,0.206,1
12,1.7,0.268,0.677,0.054,1
7,1.7,0.131,0.754,0.115,0
6,1.5,0.236,0.7440000000000001,0.02,2
3,1.4,0.21,0.73,0.06,0
2,1.3,0.166,0.772,0.062,0
8,1.2,0.235,0.723,0.042,2
4,1.1,0.17,0.7559999999999999,0.073,0
0,1.1,0.081,0.6940000000000001,0.225,0
15,0.9,0.17,0.731,0.1,0
1,0.8,0.165,0.775,0.06,0
13,0.7,0.151,0.7509999999999999,0.098,0
16,7.8,0.128,0.741,0.131,2
11,5.0,0.118,0.747,0.135,1
14,4.0,0.102,0.75,0.148,0
0,3.3,0.071,0.7040000000000001,0.226,0
10,2.8,0.091,0.863,0.046,2
9,2.3,0.093,0.698,0.209,1
5,2.2,0.132,0.754,0.115,0
7,2.0,0.1009999999999999,0.725,0.174,0
3,1.6,0.1169999999999999,0.7509999999999999,0.132,0
6,1.6,0.14,0.753,0.107,2
12,1.3,0.159,0.7609999999999999,0.08,0
8,1.2,0.218,0.73,0.051,2
4,1.1,0.141,0.757,0.102,0
2,1.1,0.098,0.758,0.144,1
1,0.9,0.136,0.737,0.126,0
15,0.9,0.133,0.71,0.157,0
13,0.9,0.145,0.6940000000000001,0.161,0
16,40.5,0.153,0.736,0.11,2
11,20.5,0.138,0.735,0.126,2
14,15.7,0.1119999999999999,0.7390000000000001,0.149,0
5,9.2,0.157,0.74,0.103,0
3,6.8,0.134,0.753,0.113,0
10,6.3,0.107,0.8440000000000001,0.049,2
0,5.5,0.074,0.6940000000000001,0.231,0
12,4.6,0.2019999999999999,0.726,0.071,1
9,3.6,0.095,0.679,0.226,1
6,2.7,0.161,0.741,0.098,2
7,2.6,0.106,0.703,0.191,0
8,2.4,0.206,0.7340000000000001,0.06,2
2,2.4,0.1159999999999999,0.7440000000000001,0.14,1
4,2.2,0.151,0.743,0.107,0
15,1.4,0.143,0.7170000000000001,0.139,0
1,1.1,0.122,0.728,0.149,0
13,0.9,0.125,0.696,0.179,0
16,5.6,0.124,0.732,0.145,1
11,4.4,0.118,0.737,0.146,1
14,3.6,0.099,0.745,0.156,0
0,3.2,0.073,0.711,0.216,1
9,2.4,0.104,0.66,0.236,1
7,2.1,0.085,0.72,0.195,0
10,2.1,0.091,0.8420000000000001,0.067,2
5,1.7,0.132,0.733,0.135,0
2,1.7,0.105,0.721,0.174,1
6,1.4,0.0819999999999999,0.764,0.155,2
3,1.2,0.118,0.74,0.142,0
4,1.2,0.156,0.757,0.088,0
8,1.1,0.198,0.762,0.04,2
12,1.0,0.168,0.731,0.1009999999999999,0
15,1.0,0.108,0.7490000000000001,0.143,0
1,0.8,0.13,0.7090000000000001,0.161,0
13,0.8,0.208,0.589,0.203,0
16,11.0,0.206,0.728,0.066,2
11,6.9,0.183,0.743,0.074,2
10,3.2,0.103,0.867,0.03,2
14,2.8,0.161,0.75,0.09,0
9,2.8,0.124,0.7090000000000001,0.1669999999999999,1
5,2.2,0.238,0.7090000000000001,0.053,0
7,1.6,0.147,0.743,0.11,0
12,1.5,0.239,0.7190000000000001,0.0409999999999999,1
3,1.5,0.2019999999999999,0.728,0.07,0
8,1.4,0.244,0.708,0.049,2
2,1.4,0.175,0.7440000000000001,0.0819999999999999,1
4,1.3,0.1889999999999999,0.736,0.075,0
6,1.3,0.239,0.7120000000000001,0.049,2
0,1.3,0.087,0.718,0.1939999999999999,0
15,0.9,0.228,0.6920000000000001,0.08,0
1,0.7,0.118,0.794,0.088,0
13,0.7,0.13,0.7509999999999999,0.119,0
16,10.5,0.215,0.723,0.063,2
11,6.4,0.1989999999999999,0.737,0.064,2
10,3.4,0.14,0.831,0.0289999999999999,2
14,2.7,0.172,0.736,0.093,0
9,2.7,0.174,0.779,0.047,1
5,2.1,0.223,0.73,0.047,0
12,1.6,0.262,0.69,0.048,1
3,1.4,0.212,0.725,0.063,0
7,1.4,0.131,0.737,0.132,0
6,1.4,0.251,0.7190000000000001,0.03,2
8,1.2,0.1969999999999999,0.758,0.045,1
4,1.1,0.211,0.727,0.063,0
2,1.1,0.19,0.706,0.104,1
0,1.1,0.115,0.703,0.182,0
15,0.9,0.183,0.7490000000000001,0.068,0
1,0.8,0.181,0.7240000000000001,0.094,1
13,0.6,0.151,0.7859999999999999,0.064,0
16,7.0,0.133,0.7440000000000001,0.123,2
11,4.5,0.122,0.742,0.136,1
14,3.4,0.11,0.7490000000000001,0.141,0
0,2.8,0.075,0.693,0.2319999999999999,0
9,2.7,0.09,0.713,0.1969999999999999,1
10,2.7,0.105,0.85,0.045,2
5,2.0,0.138,0.753,0.109,0
7,2.0,0.104,0.726,0.17,0
6,1.9,0.146,0.755,0.099,2
2,1.4,0.111,0.769,0.12,1
3,1.3,0.124,0.762,0.114,0
1,1.2,0.133,0.747,0.12,0
12,1.2,0.181,0.74,0.079,0
8,1.1,0.174,0.775,0.052,1
4,1.1,0.15,0.742,0.109,0
13,0.8,0.129,0.741,0.13,0
15,0.7,0.177,0.696,0.127,0
16,9.1,0.144,0.746,0.11,2
11,5.6,0.13,0.7490000000000001,0.121,1
14,3.7,0.114,0.7509999999999999,0.135,0
9,3.2,0.095,0.7070000000000001,0.198,1
10,2.8,0.107,0.841,0.052,2
0,2.6,0.079,0.7040000000000001,0.217,0
5,2.3,0.161,0.745,0.094,0
7,1.7,0.1159999999999999,0.73,0.154,0
3,1.6,0.132,0.7609999999999999,0.107,0
6,1.5,0.141,0.7859999999999999,0.074,2
12,1.4,0.183,0.742,0.075,1
4,1.3,0.142,0.76,0.0969999999999999,0
2,1.3,0.121,0.757,0.122,1
8,1.2,0.2289999999999999,0.7170000000000001,0.054,2
13,0.9,0.135,0.726,0.139,0
15,0.8,0.152,0.7190000000000001,0.129,0
1,0.7,0.121,0.747,0.133,0
16,11.2,0.218,0.718,0.064,2
11,7.0,0.203,0.721,0.076,2
10,3.4,0.118,0.846,0.037,2
14,2.8,0.175,0.73,0.095,0
9,2.4,0.109,0.727,0.1639999999999999,1
5,2.0,0.267,0.691,0.042,0
12,1.9,0.301,0.655,0.044,1
7,1.6,0.152,0.7340000000000001,0.114,0
3,1.5,0.2319999999999999,0.7070000000000001,0.06,0
2,1.3,0.195,0.738,0.067,1
0,1.3,0.135,0.705,0.16,1
6,1.2,0.284,0.679,0.037,2
4,1.1,0.206,0.7120000000000001,0.083,0
8,1.0,0.161,0.774,0.065,1
15,0.8,0.2,0.733,0.067,1
1,0.6,0.143,0.7140000000000001,0.143,0
13,0.5,0.166,0.748,0.086,0
16,10.5,0.247,0.687,0.066,2
11,10.0,0.2339999999999999,0.6890000000000001,0.077,2
14,3.9,0.201,0.72,0.08,0
10,3.9,0.155,0.845,0.0,2
9,3.5,0.276,0.552,0.172,2
5,2.9,0.295,0.657,0.048,0
12,2.0,0.311,0.659,0.03,1
4,1.9,0.204,0.731,0.065,0
2,1.5,0.233,0.767,0.0,1
3,1.4,0.299,0.682,0.02,0
8,1.2,0.3329999999999999,0.6,0.067,2
15,1.0,0.231,0.731,0.038,2
6,1.0,0.0,1.0,0.0,2
13,0.6,0.0969999999999999,0.8059999999999999,0.0969999999999999,1
7,0.6,0.068,0.8240000000000001,0.108,0
0,0.5,0.1,0.7,0.2,0
16,11.9,0.166,0.748,0.086,2
11,7.1,0.1669999999999999,0.741,0.092,2
14,4.0,0.124,0.7609999999999999,0.115,0
10,3.4,0.111,0.85,0.039,2
9,3.2,0.118,0.71,0.172,2
5,2.6,0.191,0.737,0.072,0
7,1.9,0.12,0.722,0.158,0
3,1.8,0.17,0.745,0.085,0
0,1.8,0.09,0.731,0.178,0
4,1.6,0.158,0.7609999999999999,0.081,0
12,1.5,0.226,0.7290000000000001,0.045,1
2,1.5,0.146,0.745,0.11,1
6,1.4,0.1989999999999999,0.759,0.042,2
8,1.0,0.172,0.7859999999999999,0.0409999999999999,1
15,0.9,0.171,0.7440000000000001,0.085,0
1,0.8,0.152,0.735,0.113,0
13,0.6,0.113,0.7390000000000001,0.148,0
5,6.4,0.145,0.7559999999999999,0.1,0
12,6.4,0.168,0.758,0.074,0
4,6.2,0.151,0.7390000000000001,0.111,0
7,6.1,0.119,0.682,0.1989999999999999,0
16,6.1,0.151,0.725,0.124,2
3,6.0,0.133,0.7559999999999999,0.111,0
6,6.0,0.152,0.76,0.089,2
14,6.0,0.119,0.737,0.143,0
11,6.0,0.145,0.74,0.1159999999999999,2
15,6.0,0.158,0.727,0.115,0
0,5.9,0.079,0.6779999999999999,0.243,0
2,5.9,0.121,0.74,0.139,1
13,5.7,0.1169999999999999,0.664,0.22,0
10,5.7,0.098,0.84,0.063,2
9,5.7,0.105,0.7020000000000001,0.193,1
1,5.5,0.14,0.693,0.1669999999999999,0
8,5.0,0.162,0.7829999999999999,0.055,2
16,9.5,0.152,0.755,0.093,2
11,6.0,0.141,0.755,0.104,2
14,3.7,0.125,0.765,0.11,0
9,3.7,0.103,0.716,0.181,2
10,3.3,0.086,0.872,0.042,2
0,3.1,0.081,0.732,0.187,0
5,2.2,0.17,0.741,0.089,0
7,1.8,0.1119999999999999,0.7170000000000001,0.17,0
4,1.7,0.16,0.743,0.0969999999999999,0
3,1.6,0.148,0.77,0.0819999999999999,0
6,1.5,0.175,0.706,0.119,2
2,1.5,0.103,0.7759999999999999,0.121,1
12,1.3,0.1689999999999999,0.765,0.066,1
8,1.1,0.183,0.76,0.057,1
15,1.0,0.186,0.677,0.136,0
1,0.9,0.175,0.69,0.135,0
13,0.8,0.14,0.78,0.079,0
16,17.1,0.235,0.6970000000000001,0.069,2
11,11.9,0.223,0.713,0.064,2
14,4.4,0.1689999999999999,0.7559999999999999,0.075,0
10,3.5,0.078,0.8690000000000001,0.052,2
5,3.4,0.292,0.675,0.033,0
9,3.3,0.138,0.688,0.175,1
12,2.5,0.309,0.6659999999999999,0.025,1
3,2.2,0.233,0.705,0.063,0
0,2.1,0.065,0.7390000000000001,0.196,0
2,1.8,0.178,0.76,0.062,0
7,1.6,0.1159999999999999,0.816,0.068,0
4,1.4,0.225,0.7190000000000001,0.0559999999999999,0
8,1.2,0.138,0.741,0.121,1
6,1.0,0.433,0.467,0.1,2
1,1.0,0.186,0.721,0.093,0
13,0.7,0.124,0.769,0.107,0
15,0.7,0.292,0.667,0.042,1
10,13.0,0.0,1.0,0.0,2
16,8.2,0.2269999999999999,0.708,0.065,2
11,6.5,0.267,0.693,0.04,2
12,3.3,0.385,0.5770000000000001,0.038,2
14,2.0,0.205,0.773,0.023,1
2,2.0,0.133,0.867,0.0,2
7,1.5,0.211,0.632,0.158,0
4,1.3,0.161,0.774,0.065,1
15,1.0,0.4,0.4,0.2,1
5,0.6,0.143,0.857,0.0,0
3,0.0,0.222,0.667,0.111,0
16,9.0,0.208,0.7290000000000001,0.063,2
11,7.0,0.198,0.73,0.071,2
14,2.9,0.159,0.7509999999999999,0.09,0
10,2.8,0.079,0.838,0.083,2
5,2.2,0.233,0.71,0.057,0
7,1.7,0.1639999999999999,0.759,0.077,0
3,1.5,0.205,0.747,0.048,0
12,1.4,0.253,0.711,0.036,1
4,1.3,0.181,0.747,0.072,0
0,1.3,0.073,0.635,0.292,0
9,1.3,0.103,0.655,0.241,2
2,1.2,0.1889999999999999,0.764,0.047,1
1,1.2,0.147,0.853,0.0,1
8,1.1,0.2,0.695,0.105,2
15,0.9,0.2019999999999999,0.731,0.067,0
6,0.9,0.195,0.78,0.024,2
13,0.3,0.114,0.7959999999999999,0.09,0
16,7.2,0.124,0.737,0.139,2
11,5.8,0.11,0.747,0.143,1
14,4.9,0.105,0.728,0.168,0
0,4.0,0.102,0.6609999999999999,0.237,1
2,3.5,0.055,0.736,0.209,0
6,2.8,0.094,0.79,0.1159999999999999,2
9,2.7,0.088,0.708,0.203,1
10,2.6,0.04,0.907,0.053,2
3,2.2,0.098,0.758,0.144,0
5,1.6,0.107,0.725,0.1669999999999999,0
1,1.5,0.095,0.785,0.12,0
12,1.2,0.099,0.725,0.176,0
7,0.9,0.0969999999999999,0.679,0.2239999999999999,0
13,0.7,0.0279999999999999,0.8170000000000001,0.155,1
8,0.6,0.083,0.917,0.0,1
4,0.6,0.14,0.737,0.123,0
15,0.6,0.172,0.7240000000000001,0.103,1
16,15.8,0.188,0.713,0.099,2
11,7.9,0.152,0.732,0.1159999999999999,2
14,5.8,0.1159999999999999,0.748,0.136,1
5,3.8,0.166,0.735,0.098,0
3,3.8,0.1889999999999999,0.701,0.111,0
10,3.5,0.127,0.747,0.126,2
12,3.1,0.245,0.69,0.064,2
7,3.0,0.124,0.6829999999999999,0.193,1
9,2.2,0.126,0.648,0.226,2
4,2.0,0.181,0.73,0.089,0
0,2.0,0.075,0.64,0.285,1
8,1.8,0.1889999999999999,0.7290000000000001,0.0819999999999999,2
6,1.7,0.142,0.74,0.119,2
2,1.5,0.1119999999999999,0.696,0.192,1
15,1.2,0.162,0.674,0.165,1
13,1.1,0.11,0.73,0.16,0
1,0.9,0.083,0.764,0.153,0
16,9.8,0.1969999999999999,0.736,0.068,2
11,6.0,0.1889999999999999,0.7340000000000001,0.078,2
14,2.9,0.165,0.7340000000000001,0.1009999999999999,0
10,2.9,0.072,0.87,0.0579999999999999,2
5,1.9,0.253,0.682,0.065,0
3,1.5,0.185,0.736,0.079,0
4,1.5,0.1969999999999999,0.73,0.073,0
7,1.4,0.143,0.752,0.105,0
9,1.4,0.123,0.738,0.138,1
12,1.3,0.238,0.7040000000000001,0.057,1
2,1.2,0.1639999999999999,0.727,0.109,1
0,1.1,0.088,0.789,0.123,0
8,1.0,0.186,0.767,0.047,1
6,0.9,0.184,0.735,0.0819999999999999,2
13,0.8,0.179,0.722,0.099,0
15,0.6,0.184,0.77,0.046,0
1,0.3,0.207,0.69,0.103,0
16,10.1,0.18,0.737,0.083,2
11,7.0,0.1669999999999999,0.7559999999999999,0.077,2
9,3.3,0.094,0.723,0.183,1
14,3.1,0.136,0.758,0.105,0
10,2.5,0.092,0.861,0.047,2
5,2.2,0.22,0.7070000000000001,0.073,0
7,1.8,0.138,0.721,0.141,0
3,1.6,0.175,0.753,0.073,0
0,1.6,0.09,0.738,0.173,0
4,1.4,0.168,0.785,0.047,0
12,1.3,0.233,0.718,0.049,1
8,1.1,0.248,0.737,0.0139999999999999,2
6,1.0,0.186,0.763,0.051,2
1,1.0,0.175,0.7509999999999999,0.074,0
2,0.9,0.179,0.722,0.099,1
15,0.7,0.134,0.7559999999999999,0.11,0
13,0.7,0.139,0.745,0.1159999999999999,0
16,10.2,0.196,0.7340000000000001,0.07,2
11,6.4,0.177,0.75,0.073,2
9,3.3,0.128,0.674,0.198,1
10,3.1,0.109,0.861,0.031,2
14,2.7,0.154,0.75,0.095,0
5,2.3,0.216,0.741,0.043,0
7,1.7,0.155,0.728,0.1169999999999999,1
3,1.5,0.182,0.7490000000000001,0.068,0
12,1.4,0.241,0.6970000000000001,0.062,1
4,1.4,0.214,0.723,0.063,0
6,1.3,0.204,0.759,0.037,2
2,1.2,0.146,0.782,0.073,1
8,1.0,0.223,0.75,0.027,2
15,1.0,0.157,0.7559999999999999,0.086,0
0,0.8,0.099,0.7170000000000001,0.184,0
13,0.8,0.149,0.731,0.12,0
1,0.8,0.113,0.7809999999999999,0.106,0
16,10.6,0.226,0.7190000000000001,0.054,2
11,8.1,0.205,0.721,0.074,2
10,3.4,0.1119999999999999,0.855,0.033,2
14,2.7,0.176,0.758,0.066,0
5,2.2,0.238,0.7020000000000001,0.06,0
9,2.0,0.111,0.778,0.111,0
12,1.7,0.273,0.6609999999999999,0.067,1
7,1.6,0.128,0.7859999999999999,0.086,0
2,1.4,0.105,0.77,0.125,1
0,1.4,0.079,0.635,0.286,0
4,1.3,0.1969999999999999,0.7290000000000001,0.073,0
3,1.2,0.235,0.7040000000000001,0.062,0
6,1.1,0.211,0.789,0.0,2
15,1.0,0.179,0.768,0.054,0
13,0.9,0.172,0.763,0.065,0
8,0.9,0.271,0.7290000000000001,0.0,2
1,0.8,0.19,0.81,0.0,1
16,7.8,0.128,0.7559999999999999,0.1159999999999999,2
11,4.6,0.118,0.754,0.128,1
14,4.0,0.103,0.745,0.152,0
0,3.0,0.074,0.695,0.231,0
9,3.0,0.102,0.701,0.1969999999999999,2
10,3.0,0.076,0.88,0.043,2
7,2.4,0.111,0.7140000000000001,0.175,0
5,2.0,0.147,0.748,0.105,0
3,1.5,0.115,0.745,0.14,0
6,1.5,0.125,0.732,0.143,2
12,1.4,0.149,0.797,0.054,1
15,1.3,0.12,0.6559999999999999,0.2239999999999999,0
4,1.2,0.153,0.735,0.1119999999999999,0
8,1.1,0.233,0.705,0.062,2
13,1.1,0.148,0.687,0.165,0
2,1.1,0.075,0.809,0.1159999999999999,1
1,0.8,0.11,0.773,0.1159999999999999,0
16,41.0,0.157,0.737,0.106,2
11,21.8,0.141,0.738,0.121,2
14,16.5,0.1159999999999999,0.741,0.143,0
5,9.1,0.16,0.743,0.0969999999999999,0
3,6.8,0.1369999999999999,0.754,0.109,0
10,6.0,0.1009999999999999,0.847,0.052,2
0,5.6,0.075,0.7040000000000001,0.221,0
12,4.7,0.213,0.713,0.074,1
9,3.8,0.094,0.675,0.23,1
7,2.6,0.107,0.7090000000000001,0.184,0
6,2.4,0.157,0.752,0.092,2
2,2.4,0.118,0.7490000000000001,0.134,1
4,2.3,0.157,0.7390000000000001,0.104,0
8,2.1,0.188,0.746,0.066,2
15,1.3,0.161,0.711,0.128,0
1,1.2,0.126,0.733,0.141,0
13,0.9,0.124,0.703,0.172,0
16,5.6,0.113,0.758,0.128,1
11,3.8,0.11,0.738,0.152,1
14,3.1,0.109,0.741,0.149,0
9,3.1,0.103,0.715,0.182,1
0,3.1,0.086,0.713,0.2,1
7,3.0,0.089,0.7,0.212,0
12,2.2,0.162,0.6759999999999999,0.162,0
5,1.7,0.146,0.745,0.109,0
6,1.7,0.088,0.765,0.147,2
2,1.6,0.138,0.723,0.138,1
10,1.5,0.071,0.835,0.094,2
3,1.3,0.12,0.7490000000000001,0.131,0
15,1.3,0.104,0.753,0.143,0
4,1.2,0.205,0.716,0.08,0
8,0.9,0.1889999999999999,0.757,0.054,2
13,0.5,0.065,0.613,0.3229999999999999,0
1,0.2,0.051,0.6920000000000001,0.256,0
16,10.5,0.206,0.726,0.068,2
11,7.5,0.182,0.7559999999999999,0.062,2
9,3.8,0.121,0.7170000000000001,0.162,2
10,2.9,0.088,0.865,0.047,2
14,2.7,0.151,0.759,0.09,0
5,2.2,0.223,0.716,0.061,0
7,1.5,0.135,0.787,0.078,1
12,1.4,0.256,0.696,0.048,1
3,1.4,0.208,0.716,0.077,0
4,1.4,0.182,0.735,0.083,0
0,1.2,0.129,0.6859999999999999,0.186,0
6,1.1,0.185,0.754,0.062,2
2,1.1,0.21,0.7140000000000001,0.076,1
1,1.1,0.16,0.773,0.067,2
15,1.0,0.258,0.649,0.093,1
13,1.0,0.143,0.7440000000000001,0.113,0
8,0.8,0.148,0.754,0.098,2
16,10.7,0.21,0.725,0.064,2
11,6.7,0.188,0.755,0.057,2
10,3.8,0.067,0.914,0.019,2
14,3.0,0.172,0.743,0.085,0
5,2.1,0.246,0.701,0.052,0
12,1.6,0.296,0.662,0.042,1
9,1.6,0.243,0.6759999999999999,0.081,2
3,1.3,0.262,0.685,0.052,0
8,1.3,0.083,0.8059999999999999,0.111,1
7,1.2,0.143,0.73,0.127,1
6,1.0,0.308,0.615,0.077,2
1,1.0,0.065,0.645,0.29,1
2,0.9,0.2,0.65,0.15,1
0,0.8,0.13,0.522,0.348,0
4,0.7,0.2189999999999999,0.742,0.04,0
13,0.7,0.185,0.774,0.04,0
15,0.5,0.148,0.722,0.13,0
16,6.5,0.127,0.7559999999999999,0.1169999999999999,2
11,3.9,0.134,0.738,0.128,1
10,3.1,0.1159999999999999,0.8420000000000001,0.042,2
9,2.9,0.088,0.757,0.154,1
14,2.8,0.107,0.747,0.146,0
0,2.2,0.0819999999999999,0.688,0.2289999999999999,0
6,1.9,0.178,0.753,0.068,2
5,1.8,0.147,0.745,0.108,0
2,1.8,0.048,0.8140000000000001,0.138,0
12,1.6,0.187,0.738,0.075,1
7,1.4,0.08,0.7140000000000001,0.206,0
4,1.3,0.163,0.716,0.121,0
3,1.2,0.1169999999999999,0.762,0.121,0
1,1.1,0.1119999999999999,0.82,0.067,0
8,1.0,0.175,0.818,0.006,2
13,0.8,0.122,0.733,0.145,0
15,0.6,0.142,0.708,0.151,0
16,8.8,0.149,0.743,0.108,2
11,6.5,0.142,0.7559999999999999,0.102,2
14,3.9,0.115,0.758,0.127,0
9,3.1,0.094,0.6970000000000001,0.209,1
10,2.8,0.11,0.8220000000000001,0.067,2
5,2.3,0.16,0.748,0.091,0
0,2.0,0.0819999999999999,0.7120000000000001,0.205,0
7,1.7,0.13,0.7440000000000001,0.126,1
3,1.5,0.139,0.763,0.099,0
6,1.5,0.13,0.8290000000000001,0.0409999999999999,2
12,1.3,0.1889999999999999,0.733,0.078,0
8,1.3,0.238,0.71,0.052,2
4,1.2,0.136,0.762,0.102,0
2,1.2,0.096,0.777,0.127,1
1,1.1,0.135,0.758,0.106,0
13,1.0,0.16,0.7,0.14,0
15,0.4,0.191,0.684,0.125,0
16,11.3,0.2289999999999999,0.713,0.0579999999999999,2
11,7.5,0.2,0.7170000000000001,0.083,2
10,3.0,0.107,0.853,0.04,2
14,2.9,0.192,0.71,0.0969999999999999,0
5,2.3,0.237,0.727,0.036,0
9,2.1,0.159,0.762,0.079,2
