Weapon Name,Kills Per Match,Headshot,Bodyshot,Legshot,Label
12,1.8,0.347,0.628,0.025,2
4,1.6,0.205,0.7070000000000001,0.088,0
3,1.4,0.281,0.665,0.054,0
6,1.3,0.5710000000000001,0.429,0.0,2
2,1.3,0.316,0.632,0.053,1
7,1.2,0.1689999999999999,0.703,0.128,1
1,1.0,0.122,0.805,0.073,2
0,1.0,0.0,0.579,0.421,0
15,0.8,0.14,0.82,0.04,2
8,0.8,0.118,0.765,0.118,1
13,0.5,0.173,0.745,0.0819999999999999,0
16,13.1,0.255,0.6990000000000001,0.046,2
11,7.5,0.211,0.741,0.048,2
14,3.0,0.145,0.7559999999999999,0.099,0
5,2.8,0.268,0.6609999999999999,0.071,0
9,2.5,0.148,0.698,0.154,1
10,2.1,0.069,0.897,0.034,2
7,1.9,0.047,0.8590000000000001,0.094,0
2,1.7,0.3279999999999999,0.547,0.125,1
6,1.6,0.238,0.667,0.095,2
3,1.5,0.221,0.722,0.057,0
8,1.4,0.0,0.944,0.0559999999999999,1
12,1.3,0.211,0.733,0.0559999999999999,0
4,1.2,0.282,0.653,0.065,0
15,0.9,0.276,0.69,0.034,0
0,0.8,0.111,0.7559999999999999,0.133,0
1,0.5,0.1669999999999999,0.833,0.0,0
13,0.5,0.031,0.813,0.156,1
16,12.4,0.1689999999999999,0.7490000000000001,0.0819999999999999,2
11,6.7,0.148,0.754,0.098,2
14,3.8,0.13,0.76,0.111,0
10,3.5,0.123,0.84,0.037,2
9,2.9,0.087,0.7140000000000001,0.2,1
5,2.6,0.183,0.748,0.068,0
3,1.9,0.143,0.778,0.079,0
0,1.8,0.084,0.738,0.178,0
7,1.7,0.124,0.7240000000000001,0.153,0
6,1.4,0.17,0.741,0.089,2
12,1.4,0.216,0.7240000000000001,0.059,1
2,1.3,0.172,0.716,0.1119999999999999,0
8,1.3,0.239,0.716,0.045,2
4,1.2,0.144,0.775,0.08,0
15,1.1,0.201,0.7070000000000001,0.092,0
1,0.7,0.138,0.787,0.075,0
13,0.6,0.1169999999999999,0.785,0.098,0
4,6.6,0.142,0.742,0.1159999999999999,0
12,6.6,0.155,0.758,0.087,0
2,6.4,0.1119999999999999,0.748,0.141,0
14,6.4,0.121,0.753,0.126,0
5,6.4,0.138,0.768,0.094,0
0,6.2,0.079,0.7,0.22,0
6,6.1,0.146,0.757,0.098,2
3,6.1,0.134,0.747,0.118,0
15,6.1,0.153,0.726,0.121,0
9,6.0,0.107,0.693,0.2,1
11,6.0,0.138,0.741,0.12,2
13,5.9,0.113,0.6559999999999999,0.231,0
7,5.8,0.122,0.6829999999999999,0.1939999999999999,0
16,5.8,0.141,0.736,0.123,2
1,5.5,0.143,0.705,0.151,0
10,5.5,0.1009999999999999,0.833,0.065,2
8,5.4,0.161,0.7979999999999999,0.0409999999999999,2
16,9.5,0.15,0.754,0.0969999999999999,2
11,6.2,0.134,0.7609999999999999,0.105,1
14,3.7,0.1169999999999999,0.755,0.128,0
10,3.3,0.074,0.888,0.039,2
9,2.7,0.104,0.6920000000000001,0.204,1
5,2.4,0.172,0.747,0.081,0
0,2.1,0.075,0.7290000000000001,0.196,0
3,1.7,0.139,0.765,0.096,0
7,1.6,0.129,0.728,0.143,0
2,1.6,0.135,0.7659999999999999,0.099,1
12,1.5,0.1989999999999999,0.735,0.066,1
6,1.2,0.1369999999999999,0.79,0.073,2
4,1.2,0.136,0.775,0.089,0
8,1.0,0.247,0.7140000000000001,0.039,2
1,1.0,0.148,0.725,0.127,0
15,0.8,0.16,0.769,0.071,0
13,0.7,0.149,0.6759999999999999,0.175,0
16,16.4,0.2239999999999999,0.7190000000000001,0.057,2
11,11.4,0.209,0.718,0.073,2
10,4.3,0.077,0.914,0.009,2
14,4.0,0.186,0.73,0.084,0
5,2.9,0.258,0.6809999999999999,0.06,0
9,2.8,0.141,0.691,0.1689999999999999,1
12,2.2,0.281,0.682,0.037,1
3,2.0,0.209,0.748,0.043,0
6,1.7,0.3429999999999999,0.657,0.0,2
8,1.6,0.239,0.7390000000000001,0.022,2
7,1.6,0.132,0.757,0.111,0
4,1.5,0.178,0.77,0.052,0
0,1.3,0.121,0.682,0.196,0
2,1.2,0.216,0.721,0.063,1
1,1.0,0.667,0.3329999999999999,0.0,0
15,0.6,0.313,0.6459999999999999,0.042,0
13,0.5,0.131,0.787,0.0819999999999999,0
16,9.9,0.208,0.74,0.052,1
11,3.8,0.198,0.698,0.103,1
10,3.3,0.133,0.867,0.0,2
14,2.6,0.092,0.782,0.126,0
4,2.5,0.462,0.385,0.154,0
6,2.5,0.308,0.6920000000000001,0.0,2
5,2.3,0.372,0.535,0.093,1
9,2.0,0.154,0.6920000000000001,0.154,2
12,1.9,0.25,0.667,0.083,0
3,1.9,0.28,0.695,0.024,0
7,1.7,0.188,0.813,0.0,0
8,1.0,1.0,0.0,0.0,2
2,1.0,0.3329999999999999,0.667,0.0,1
0,1.0,0.0,1.0,0.0,0
15,0.7,0.263,0.579,0.158,0
13,0.3,0.267,0.733,0.0,0
16,11.0,0.196,0.733,0.071,2
11,6.1,0.173,0.748,0.079,2
10,3.5,0.102,0.8370000000000001,0.061,2
14,3.2,0.156,0.746,0.098,0
9,3.0,0.124,0.677,0.198,1
5,2.3,0.23,0.7190000000000001,0.051,0
7,1.8,0.134,0.708,0.158,0
3,1.6,0.206,0.7340000000000001,0.061,0
12,1.5,0.235,0.722,0.043,1
4,1.4,0.177,0.775,0.048,0
6,1.3,0.288,0.6579999999999999,0.055,2
8,1.2,0.156,0.807,0.037,1
2,1.2,0.192,0.76,0.048,1
0,0.9,0.07,0.703,0.2269999999999999,0
13,0.7,0.184,0.721,0.095,0
15,0.6,0.2,0.706,0.094,0
1,0.5,0.153,0.718,0.129,0
16,5.7,0.113,0.758,0.129,1
11,4.9,0.11,0.72,0.17,1
6,4.7,0.146,0.6970000000000001,0.157,2
14,4.4,0.108,0.741,0.152,0
0,4.0,0.06,0.6759999999999999,0.264,0
9,2.7,0.036,0.743,0.221,1
7,2.5,0.0579999999999999,0.722,0.22,0
5,1.8,0.12,0.732,0.148,0
12,1.8,0.115,0.752,0.133,0
3,1.5,0.108,0.7390000000000001,0.153,0
1,1.2,0.072,0.735,0.193,0
10,1.1,0.05,0.875,0.075,2
4,1.0,0.098,0.72,0.183,0
8,0.8,0.2189999999999999,0.75,0.031,2
2,0.6,0.0,0.833,0.1669999999999999,1
15,0.5,0.031,0.75,0.2189999999999999,0
13,0.2,0.033,0.883,0.083,0
16,19.1,0.198,0.71,0.092,2
11,9.5,0.165,0.735,0.1,2
14,7.9,0.122,0.7509999999999999,0.127,0
10,5.8,0.122,0.7859999999999999,0.092,2
12,4.7,0.268,0.669,0.064,2
5,4.6,0.186,0.726,0.088,0
9,3.6,0.124,0.653,0.223,2
3,3.2,0.179,0.7240000000000001,0.098,0
0,3.2,0.098,0.685,0.217,1
8,3.0,0.247,0.7,0.053,2
7,2.3,0.119,0.701,0.18,1
2,2.2,0.17,0.741,0.089,1
6,1.9,0.2189999999999999,0.654,0.127,2
4,1.8,0.171,0.7120000000000001,0.1169999999999999,0
15,1.2,0.166,0.7090000000000001,0.125,0
1,1.0,0.144,0.711,0.144,0
13,0.8,0.115,0.693,0.192,0
16,10.4,0.205,0.738,0.0579999999999999,2
11,6.7,0.176,0.746,0.078,2
14,2.8,0.142,0.774,0.084,0
10,2.8,0.073,0.897,0.03,2
5,2.3,0.225,0.7040000000000001,0.071,0
9,2.0,0.155,0.6859999999999999,0.159,1
7,1.6,0.145,0.764,0.091,0
3,1.5,0.187,0.732,0.081,0
2,1.4,0.163,0.7659999999999999,0.071,1
12,1.4,0.25,0.711,0.039,0
4,1.2,0.158,0.772,0.071,0
0,1.2,0.088,0.7120000000000001,0.2,0
13,1.1,0.152,0.721,0.127,0
1,1.0,0.254,0.606,0.141,0
6,1.0,0.25,0.659,0.091,2
8,0.9,0.134,0.835,0.031,1
15,0.8,0.216,0.7120000000000001,0.072,0
16,10.0,0.172,0.7559999999999999,0.072,2
11,6.4,0.161,0.746,0.093,2
10,3.7,0.103,0.846,0.051,2
14,2.9,0.135,0.765,0.1,0
9,2.4,0.086,0.743,0.172,1
5,2.3,0.193,0.7390000000000001,0.068,0
6,2.0,0.2,0.759,0.0409999999999999,2
3,1.6,0.165,0.757,0.078,0
12,1.5,0.222,0.713,0.066,1
8,1.4,0.209,0.732,0.059,2
7,1.4,0.121,0.735,0.144,0
4,1.3,0.153,0.774,0.073,0
0,1.3,0.081,0.723,0.196,0
1,1.3,0.185,0.736,0.079,0
2,1.1,0.15,0.787,0.064,1
15,0.9,0.185,0.753,0.062,0
13,0.6,0.195,0.738,0.066,0
16,10.0,0.19,0.74,0.07,2
11,6.2,0.176,0.733,0.091,2
10,3.1,0.105,0.8590000000000001,0.036,2
14,2.8,0.138,0.764,0.098,0
9,2.4,0.1159999999999999,0.693,0.191,1
5,2.3,0.225,0.718,0.057,0
0,1.7,0.135,0.7190000000000001,0.146,1
3,1.6,0.192,0.738,0.07,0
7,1.5,0.127,0.782,0.091,0
4,1.5,0.132,0.784,0.084,0
2,1.4,0.1989999999999999,0.7290000000000001,0.072,1
12,1.3,0.225,0.723,0.053,1
8,1.1,0.179,0.8079999999999999,0.013,1
6,1.1,0.292,0.623,0.085,2
13,0.8,0.177,0.71,0.113,0
15,0.7,0.162,0.7140000000000001,0.124,1
1,0.5,0.1669999999999999,0.679,0.154,0
16,11.3,0.2189999999999999,0.715,0.066,2
11,6.9,0.1969999999999999,0.736,0.067,2
10,3.1,0.072,0.908,0.02,2
9,3.1,0.12,0.64,0.24,1
14,3.0,0.163,0.76,0.076,0
6,2.3,0.258,0.71,0.032,2
5,2.2,0.233,0.7090000000000001,0.0579999999999999,0
12,1.7,0.292,0.6609999999999999,0.047,1
7,1.5,0.107,0.7490000000000001,0.144,0
3,1.3,0.201,0.741,0.057,0
8,1.3,0.25,0.7140000000000001,0.036,1
4,1.0,0.178,0.76,0.062,0
1,1.0,0.143,0.833,0.024,1
2,0.9,0.226,0.742,0.032,0
15,0.6,0.163,0.735,0.102,0
0,0.3,0.107,0.7859999999999999,0.107,1
13,0.3,0.124,0.77,0.106,0
16,6.7,0.126,0.748,0.126,1
11,4.1,0.121,0.745,0.134,1
14,3.7,0.104,0.762,0.134,0
0,3.2,0.063,0.74,0.1969999999999999,0
9,2.6,0.1,0.6940000000000001,0.207,1
10,2.3,0.092,0.855,0.053,2
5,2.2,0.132,0.763,0.105,0
6,2.0,0.1669999999999999,0.7390000000000001,0.094,2
7,1.9,0.109,0.74,0.151,0
3,1.4,0.129,0.7509999999999999,0.121,0
12,1.3,0.142,0.76,0.098,0
4,1.0,0.14,0.772,0.088,0
1,1.0,0.16,0.655,0.184,0
8,1.0,0.163,0.797,0.039,2
2,0.6,0.122,0.667,0.211,1
13,0.5,0.25,0.632,0.118,0
15,0.4,0.12,0.76,0.12,0
16,39.1,0.155,0.741,0.104,2
11,20.3,0.141,0.741,0.118,1
14,15.5,0.113,0.7440000000000001,0.142,0
5,8.9,0.158,0.742,0.099,0
3,6.8,0.132,0.762,0.106,0
10,6.4,0.103,0.8540000000000001,0.042,2
0,5.7,0.078,0.703,0.2189999999999999,0
12,4.7,0.201,0.728,0.071,1
9,3.8,0.094,0.6890000000000001,0.218,1
6,2.7,0.166,0.738,0.0969999999999999,2
8,2.5,0.218,0.7240000000000001,0.0579999999999999,2
7,2.5,0.111,0.705,0.184,0
4,2.3,0.15,0.748,0.102,0
2,2.3,0.12,0.754,0.125,1
15,1.3,0.136,0.7340000000000001,0.13,0
1,1.3,0.122,0.721,0.158,0
13,0.9,0.128,0.695,0.176,0
16,5.5,0.119,0.7509999999999999,0.13,2
11,4.2,0.118,0.764,0.118,1
14,3.7,0.098,0.76,0.142,0
10,3.0,0.143,0.857,0.0,2
0,2.7,0.059,0.6940000000000001,0.247,0
8,2.2,0.225,0.75,0.025,2
9,2.1,0.088,0.733,0.18,1
2,2.0,0.15,0.7,0.15,0
6,1.9,0.085,0.797,0.119,2
4,1.6,0.174,0.7340000000000001,0.092,0
5,1.6,0.155,0.743,0.102,0
3,1.3,0.1169999999999999,0.7559999999999999,0.127,0
7,1.3,0.054,0.8290000000000001,0.1169999999999999,0
13,1.0,0.357,0.5710000000000001,0.071,0
12,0.7,0.177,0.742,0.081,0
15,0.5,0.0559999999999999,0.833,0.111,0
1,0.0,0.095,0.81,0.095,0
16,10.9,0.213,0.725,0.061,2
11,7.9,0.192,0.727,0.081,2
14,3.0,0.16,0.7559999999999999,0.084,0
10,2.9,0.06,0.914,0.026,2
9,2.7,0.115,0.732,0.153,1
5,2.2,0.263,0.6940000000000001,0.044,0
12,2.0,0.263,0.6859999999999999,0.052,1
6,1.8,0.311,0.672,0.016,2
2,1.7,0.152,0.765,0.083,1
3,1.6,0.209,0.7240000000000001,0.066,0
7,1.6,0.136,0.794,0.07,0
8,1.5,0.213,0.764,0.022,2
4,1.4,0.198,0.73,0.072,0
15,1.4,0.225,0.6809999999999999,0.094,0
0,1.4,0.053,0.759,0.188,0
13,0.5,0.085,0.754,0.161,0
1,0.3,0.06,0.836,0.104,0
16,10.2,0.22,0.725,0.055,2
11,5.8,0.186,0.758,0.057,1
10,2.7,0.142,0.83,0.0279999999999999,2
14,2.6,0.151,0.76,0.089,0
9,2.4,0.207,0.782,0.011,1
5,1.8,0.191,0.764,0.045,0
12,1.8,0.226,0.725,0.049,1
7,1.5,0.148,0.775,0.076,0
1,1.5,0.321,0.679,0.0,2
4,1.2,0.241,0.731,0.0279999999999999,0
3,1.1,0.19,0.7440000000000001,0.066,0
6,1.0,0.15,0.825,0.025,1
15,0.9,0.24,0.76,0.0,0
8,0.8,0.161,0.823,0.016,1
2,0.7,0.25,0.7,0.05,1
0,0.7,0.034,0.7240000000000001,0.241,0
13,0.3,0.4,0.6,0.0,1
16,7.2,0.125,0.762,0.113,1
11,4.3,0.121,0.7390000000000001,0.139,1
14,4.2,0.12,0.75,0.13,0
10,2.8,0.069,0.897,0.034,2
0,2.4,0.053,0.6970000000000001,0.25,0
9,2.1,0.113,0.659,0.228,1
5,2.0,0.121,0.7709999999999999,0.108,0
7,2.0,0.096,0.7559999999999999,0.148,0
2,1.9,0.128,0.733,0.14,1
6,1.8,0.133,0.75,0.1169999999999999,2
3,1.3,0.106,0.779,0.115,0
12,1.1,0.144,0.804,0.052,0
4,1.1,0.14,0.731,0.129,0
15,1.0,0.208,0.611,0.181,0
8,0.9,0.088,0.813,0.099,1
1,0.5,0.071,0.738,0.19,0
13,0.5,0.09,0.8540000000000001,0.0559999999999999,0
16,8.3,0.146,0.746,0.108,2
11,5.7,0.133,0.753,0.114,1
14,3.5,0.1159999999999999,0.757,0.127,0
9,3.1,0.085,0.718,0.1969999999999999,1
10,2.9,0.127,0.835,0.037,2
0,2.7,0.076,0.706,0.218,0
5,2.4,0.163,0.7509999999999999,0.086,0
3,1.6,0.131,0.758,0.111,0
7,1.6,0.1009999999999999,0.726,0.173,0
2,1.5,0.165,0.728,0.107,1
12,1.4,0.183,0.748,0.069,1
4,1.3,0.14,0.764,0.095,0
8,1.3,0.236,0.705,0.059,2
13,1.0,0.109,0.7909999999999999,0.1009999999999999,0
6,1.0,0.1159999999999999,0.797,0.087,2
15,0.9,0.158,0.696,0.146,0
1,0.7,0.134,0.718,0.148,0
16,12.6,0.2189999999999999,0.7190000000000001,0.062,2
11,6.2,0.218,0.7190000000000001,0.063,2
9,3.8,0.083,0.737,0.18,1
10,3.4,0.068,0.907,0.025,2
14,2.7,0.18,0.727,0.093,0
5,2.2,0.289,0.679,0.031,0
12,2.2,0.293,0.687,0.02,1
6,1.8,0.241,0.69,0.069,2
15,1.4,0.226,0.736,0.038,2
4,1.2,0.188,0.743,0.069,0
2,1.2,0.083,0.875,0.042,1
3,1.1,0.2289999999999999,0.708,0.063,0
7,1.1,0.118,0.701,0.181,0
8,0.9,0.133,0.8170000000000001,0.05,1
0,0.8,0.0969999999999999,0.742,0.161,2
13,0.5,0.115,0.885,0.0,0
1,0.0,0.0,1.0,0.0,0
16,18.8,0.254,0.682,0.064,2
11,9.2,0.293,0.6629999999999999,0.043,2
12,3.7,0.331,0.604,0.065,1
10,3.6,0.23,0.754,0.016,2
14,3.2,0.196,0.735,0.069,0
5,2.6,0.245,0.7240000000000001,0.031,0
6,2.3,0.379,0.517,0.103,2
3,2.0,0.282,0.6629999999999999,0.054,0
4,1.8,0.258,0.677,0.065,1
8,1.6,0.222,0.741,0.037,2
2,1.0,0.122,0.732,0.146,1
7,1.0,0.1669999999999999,0.69,0.143,1
15,1.0,0.231,0.769,0.0,1
13,0.5,0.1669999999999999,0.667,0.1669999999999999,0
1,0.5,0.083,0.917,0.0,2
0,0.0,0.0,0.8,0.2,2
16,14.1,0.17,0.742,0.088,2
11,5.6,0.1669999999999999,0.736,0.098,2
10,3.8,0.141,0.8190000000000001,0.04,2
14,3.3,0.129,0.742,0.129,0
5,2.8,0.18,0.74,0.08,0
0,2.3,0.0819999999999999,0.7490000000000001,0.17,1
9,2.3,0.085,0.7509999999999999,0.1639999999999999,1
6,1.9,0.2019999999999999,0.728,0.07,2
12,1.9,0.22,0.7120000000000001,0.068,1
3,1.8,0.172,0.737,0.091,0
8,1.6,0.21,0.7509999999999999,0.04,2
2,1.5,0.139,0.75,0.111,1
7,1.4,0.123,0.7120000000000001,0.165,0
4,1.2,0.152,0.764,0.084,0
13,0.7,0.133,0.7070000000000001,0.16,0
15,0.7,0.168,0.78,0.052,0
1,0.5,0.136,0.715,0.149,0
5,6.5,0.157,0.7390000000000001,0.104,0
12,6.5,0.145,0.759,0.096,0
4,6.4,0.143,0.738,0.118,0
3,6.3,0.131,0.745,0.123,0
2,6.2,0.125,0.73,0.144,1
16,6.1,0.143,0.721,0.136,2
14,6.1,0.129,0.725,0.146,0
11,6.0,0.138,0.738,0.125,2
15,5.9,0.161,0.713,0.126,0
10,5.9,0.105,0.8390000000000001,0.0559999999999999,2
0,5.9,0.08,0.6629999999999999,0.257,0
9,5.8,0.106,0.6859999999999999,0.208,1
6,5.7,0.147,0.758,0.095,2
1,5.7,0.132,0.6890000000000001,0.179,0
13,5.6,0.114,0.652,0.2339999999999999,0
7,5.5,0.114,0.6579999999999999,0.2289999999999999,0
8,5.0,0.175,0.7709999999999999,0.054,2
16,9.3,0.156,0.746,0.098,2
11,4.4,0.136,0.75,0.114,1
10,3.7,0.106,0.861,0.034,2
14,2.7,0.114,0.746,0.14,0
6,2.7,0.152,0.794,0.053,2
5,2.5,0.168,0.746,0.086,0
9,2.2,0.096,0.705,0.1989999999999999,1
2,1.9,0.1689999999999999,0.7340000000000001,0.098,1
12,1.6,0.192,0.7390000000000001,0.07,1
0,1.6,0.077,0.695,0.228,0
3,1.5,0.144,0.762,0.094,0
15,1.4,0.1639999999999999,0.6779999999999999,0.158,0
8,1.3,0.221,0.7390000000000001,0.04,1
4,1.2,0.135,0.777,0.088,0
7,1.2,0.1,0.7290000000000001,0.171,0
1,1.0,0.19,0.722,0.089,0
13,0.4,0.103,0.718,0.179,0
16,24.8,0.24,0.705,0.055,2
11,6.3,0.1989999999999999,0.745,0.0559999999999999,2
5,3.9,0.303,0.637,0.06,0
12,3.4,0.248,0.731,0.021,1
14,3.2,0.1669999999999999,0.7340000000000001,0.099,0
10,3.0,0.079,0.885,0.036,2
9,3.0,0.143,0.619,0.238,1
2,2.2,0.163,0.778,0.059,1
6,2.1,0.217,0.747,0.036,2
3,1.9,0.235,0.7190000000000001,0.047,0
8,1.5,0.206,0.735,0.059,2
7,1.5,0.108,0.7829999999999999,0.108,0
13,1.0,0.1969999999999999,0.6970000000000001,0.106,0
4,0.7,0.193,0.747,0.06,0
15,0.4,0.1669999999999999,0.8,0.033,1
0,0.3,0.0,0.889,0.111,0
16,10.3,0.264,0.701,0.034,2
10,4.0,0.111,0.778,0.111,2
11,3.0,0.182,0.606,0.212,1
5,2.3,0.185,0.815,0.0,0
6,2.0,0.2,0.8,0.0,2
12,1.0,0.391,0.609,0.0,1
8,1.0,0.25,0.75,0.0,1
3,0.8,0.24,0.68,0.08,0
2,0.5,0.111,0.889,0.0,0
14,0.5,0.136,0.727,0.136,0
16,11.4,0.206,0.737,0.057,2
11,4.2,0.174,0.757,0.068,1
10,3.3,0.08,0.914,0.005,2
9,2.8,0.208,0.5660000000000001,0.226,1
14,2.6,0.165,0.759,0.076,1
15,2.6,0.203,0.703,0.095,0
0,2.4,0.121,0.677,0.2019999999999999,0
12,2.0,0.271,0.6990000000000001,0.03,1
5,2.0,0.213,0.73,0.057,0
2,2.0,0.15,0.8,0.05,1
7,1.6,0.0969999999999999,0.805,0.0969999999999999,1
6,1.5,0.23,0.7170000000000001,0.053,2
8,1.4,0.213,0.745,0.043,2
4,1.3,0.1639999999999999,0.746,0.09,0
3,1.2,0.207,0.725,0.068,0
1,1.0,0.316,0.579,0.105,1
13,0.6,0.14,0.8140000000000001,0.047,0
16,7.0,0.123,0.7120000000000001,0.165,2
11,4.7,0.121,0.69,0.1889999999999999,1
14,4.1,0.102,0.72,0.178,0
13,4.0,0.162,0.677,0.162,0
0,2.9,0.072,0.687,0.241,0
9,2.9,0.081,0.691,0.2289999999999999,2
10,2.6,0.038,0.8490000000000001,0.113,2
6,2.1,0.078,0.784,0.1369999999999999,1
12,1.8,0.1009999999999999,0.71,0.188,0
5,1.8,0.092,0.752,0.156,0
7,1.5,0.111,0.7190000000000001,0.171,0
3,1.3,0.103,0.727,0.171,0
8,1.1,0.2189999999999999,0.7190000000000001,0.063,2
4,1.0,0.156,0.67,0.174,0
2,1.0,0.077,0.725,0.198,0
15,0.9,0.1669999999999999,0.621,0.212,0
1,0.2,0.111,0.667,0.222,0
16,16.6,0.183,0.708,0.108,2
10,7.0,0.114,0.8220000000000001,0.064,2
11,5.8,0.155,0.706,0.139,2
0,5.6,0.111,0.6859999999999999,0.203,1
14,5.4,0.115,0.72,0.166,1
5,4.7,0.166,0.713,0.122,0
12,4.2,0.259,0.6829999999999999,0.0579999999999999,2
9,4.2,0.12,0.672,0.208,2
8,3.1,0.191,0.7709999999999999,0.038,2
3,2.6,0.145,0.6859999999999999,0.1689999999999999,0
6,2.2,0.211,0.718,0.07,2
7,1.9,0.091,0.604,0.306,1
1,1.6,0.163,0.633,0.204,0
2,1.5,0.16,0.6809999999999999,0.16,1
15,1.4,0.08,0.784,0.136,0
4,1.2,0.146,0.685,0.1689999999999999,0
13,0.7,0.091,0.659,0.25,1
16,11.5,0.201,0.7290000000000001,0.07,2
11,4.0,0.178,0.746,0.076,2
10,4.0,0.077,0.8959999999999999,0.027,2
5,2.3,0.222,0.706,0.072,0
14,2.3,0.149,0.75,0.1009999999999999,0
2,1.9,0.183,0.765,0.052,1
6,1.9,0.201,0.725,0.074,2
8,1.8,0.245,0.701,0.054,2
7,1.7,0.145,0.7020000000000001,0.153,0
12,1.6,0.2289999999999999,0.738,0.033,1
0,1.5,0.099,0.772,0.129,1
3,1.1,0.173,0.728,0.099,0
4,1.0,0.2339999999999999,0.6809999999999999,0.085,0
15,0.8,0.216,0.706,0.078,1
9,0.6,0.1,0.75,0.15,0
13,0.6,0.145,0.774,0.081,0
1,0.5,0.139,0.778,0.083,0
16,12.4,0.187,0.73,0.083,2
11,4.3,0.16,0.7340000000000001,0.107,2
10,3.8,0.124,0.841,0.035,2
5,2.6,0.195,0.7390000000000001,0.066,0
